"camis","dba","boro","building","street","zipcode","phone","cuisine_description","inspection_date","action","violation_code","violation_description","critical_flag","score","grade","grade_date","record_date","inspection_type","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta","location"
"50105474","YOGI BY BARNJOO","Manhattan","816","6 AVENUE","10001","9178870079","Korean","2026-02-03T00:00:00.000","Violations were cited in the following area(s).","06C","Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.","Critical","39",,,"2026-04-10T06:00:13.000","Cycle Inspection / Initial Inspection","40.746164288994","-73.99040736393","105","03","007600","1015709","1008300001","MN17","POINT (-73.99040736393 40.746164288994)"
"50092883","NATURAL BLEND","Brooklyn","2251","CHURCH AVENUE","11226","3472952608","Vegetarian","2023-05-22T00:00:00.000","Violations were cited in the following area(s).","08A","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.","Not Critical","26",,,"2026-04-10T06:00:13.000","Cycle Inspection / Initial Inspection","40.650435741188","-73.957767424477","314","40","079602","3116876","3050890060","BK60","POINT (-73.957767424477 40.650435741188)"
"50148852","TACOS EL DORADO","Brooklyn","1228","FLATBUSH AVENUE","11226","3476660253","Spanish","2024-08-09T00:00:00.000","Establishment re-opened by DOHMH.","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","2","P","2024-08-09T00:00:00.000","2026-04-10T06:00:13.000","Pre-permit (Operational) / Reopening Inspection","40.640196792797","-73.955356172657","314","40","051601","3120291","3052090007","BK42","POINT (-73.955356172657 40.640196792797)"
"50137304","TAMAR JUICE BAR","Brooklyn","561","GATES AVENUE","11221","9174360872","Juice, Smoothies, Fruit Salads","2024-03-07T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","2","A","2024-03-07T00:00:00.000","2026-04-10T06:00:13.000","Pre-permit (Operational) / Initial Inspection","40.686979292164","-73.943984638289","303","36","026500","3051028","3018100076","BK75","POINT (-73.943984638289 40.686979292164)"
"50074520","EL POLLO INKA PERU","Queens","89-20","101 AVENUE","11416","6466512258","Peruvian","2023-03-15T00:00:00.000","Violations were cited in the following area(s).","05D","No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area.  Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.","Critical","36",,,"2026-04-10T06:00:13.000","Cycle Inspection / Initial Inspection","40.682863900884","-73.850875262372","409","32","004001","4189113","4090930010","QN53","POINT (-73.850875262372 40.682863900884)"
"50107842","JING WAH","Queens","87-20","LIBERTY AVENUE","11417","6463186863","Chinese","2023-11-02T00:00:00.000","Violations were cited in the following area(s).","04L","Evidence of mice or live mice in establishment's food or non-food areas.","Critical","27",,,"2026-04-10T06:00:13.000","Cycle Inspection / Initial Inspection","40.679834245041","-73.851321918356","410","32","005400","4190445","4091500010","QN56","POINT (-73.851321918356 40.679834245041)"
"40594677","KABOOZ'S BAR & GRILLE","Manhattan","0","AMTRAK LEVEL",,"2127600848","American","2022-09-29T00:00:00.000","Violations were cited in the following area(s).","08A","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.","Not Critical","13","A","2022-09-29T00:00:00.000","2026-04-10T06:00:13.000","Cycle Inspection / Re-inspection","0","0",,,,,"1",,
"50173463","NURMOY PIZZA & RESTAURANT","Brooklyn","5","MARTENSE STREET","11226","9296786609","Pizza","2025-12-16T00:00:00.000","Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.","06C","Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.","Critical","96",,,"2026-04-10T06:00:13.000","Pre-permit (Operational) / Initial Inspection","40.65122657413","-73.958689497996","314","40","079602","3116697","3050860001","BK60","POINT (-73.958689497996 40.65122657413)"
"40396037","SMILER'S DELI","Manhattan","532","MADISON AVENUE","10022","2126441090","Sandwiches","2023-01-26T00:00:00.000","Violations were cited in the following area(s).","04O","Live animal other than fish in tank or service animal present in facility’s food or non-food area.","Critical","39","C","2023-01-26T00:00:00.000","2026-04-10T06:00:13.000","Cycle Inspection / Re-inspection","40.760456388468","-73.973706616717","105","04","010200","1035744","1012900015","MN17","POINT (-73.973706616717 40.760456388468)"
"50134565","POPEYES","Bronx","260","EAST  138 STREET","10451","3478146356","Chicken","2025-02-14T00:00:00.000","Violations were cited in the following area(s).","02G","Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.","Critical","24",,,"2026-04-10T06:00:13.000","Cycle Inspection / Initial Inspection","40.811239142983","-73.92752220465","201","08","005100","2000802","2023200074","BX39","POINT (-73.92752220465 40.811239142983)"
"50173616","MONDAY KITCHEN","Queens","136-20","ROOSEVELT AVENUE","11354","3473686476","Chinese","2025-12-01T00:00:00.000","Violations were cited in the following area(s).","06C","Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.","Critical","51",,,"2026-04-10T06:00:13.000","Pre-permit (Operational) / Initial Inspection","40.759777908235","-73.829235428489","407","20","085300","4113546","4050190005","QN22","POINT (-73.829235428489 40.759777908235)"
"50119871","AFTERNOON","Manhattan","2785","BROADWAY","10025","3475332631","Donuts","2025-05-01T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","12","A","2025-05-01T00:00:00.000","2026-04-10T06:00:13.000","Cycle Inspection / Re-inspection","40.80247986175","-73.968022673472","107","07","019500","1057284","1018920046","MN09","POINT (-73.968022673472 40.80247986175)"
"41507070","KING DAVID & MIKIHANA SUSHI","Queens","101-10","QUEENS BOULEVARD","11375","7188967686","Jewish/Kosher","2024-08-13T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","35",,,"2026-04-10T06:00:13.000","Cycle Inspection / Initial Inspection","40.7263923991","-73.852314446374","406","29","071305","4075147","4031710028","QN17","POINT (-73.852314446374 40.7263923991)"
"40383737","CANLON'S RESTAURANT","Staten Island","1825","NORTH RAILROAD AVENUE","10306","7186673013","Italian","2023-03-16T00:00:00.000","Violations were cited in the following area(s).","02G","Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.","Critical","12","A","2023-03-16T00:00:00.000","2026-04-10T06:00:13.000","Cycle Inspection / Initial Inspection","40.565128564811","-74.126704510879","503","50","013204","5058330","5042650082","SI25","POINT (-74.126704510879 40.565128564811)"
"50103586","HUDSON SMOKEHOUSE","Bronx","37","BRUCKNER BOULEVARD","10454","7188727742","Barbecue","2023-06-14T00:00:00.000","Violations were cited in the following area(s).","06C","Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.","Critical","25",,,"2026-04-10T06:00:13.000","Cycle Inspection / Initial Inspection","40.80697123351","-73.927794178579","201","08","001900","2000688","2023090030","BX39","POINT (-73.927794178579 40.80697123351)"
"41709587","PEACHES GRAND","Brooklyn","4143","CLIFTON PLACE",,"7186389500","Seafood","2022-03-22T00:00:00.000","Violations were cited in the following area(s).","02G","Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.","Critical","14",,,"2026-04-10T06:00:13.000","Cycle Inspection / Initial Inspection","0","0",,,,,"3",,
"50146125","PRET A MANGER","Manhattan","857","BROADWAY","10003","6468385526","Sandwiches","2024-02-28T00:00:00.000","Violations were cited in the following area(s).","04L","Evidence of mice or live mice in establishment's food or non-food areas.","Critical","45",,,"2026-04-10T06:00:13.000","Pre-permit (Operational) / Initial Inspection","40.737227332858","-73.990307618042","105","03","005200","1016122","1008460019","MN13","POINT (-73.990307618042 40.737227332858)"
"50147459","PAPA CHICKEN","Queens","105-25","64 ROAD","11375","3479352341","Chicken","2024-05-17T00:00:00.000","Violations were cited in the following area(s).","08A","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.","Not Critical","11","A","2024-05-17T00:00:00.000","2026-04-10T06:00:13.000","Pre-permit (Operational) / Initial Inspection","40.731721215116","-73.851133537712","406","29","074300","4440183","4021490001","QN17","POINT (-73.851133537712 40.731721215116)"
"50048225","TOUS LES JOURS","Manhattan","31","WEST   32 STREET","10001","2129679661","Bakery Products/Desserts","2023-05-03T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","9","A","2023-05-03T00:00:00.000","2026-04-10T06:00:13.000","Cycle Inspection / Re-inspection","40.74757744701","-73.986491346332","105","04","007600","1015846","1008340022","MN17","POINT (-73.986491346332 40.74757744701)"
"50134356","BURGER KING","Brooklyn","13","HILLEL PLACE","11210","7182534002","American","2024-07-12T00:00:00.000","Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.","06C","Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.","Critical","118",,,"2026-04-10T06:00:13.000","Cycle Inspection / Initial Inspection","40.632626335586","-73.948025946503","314","45","077400","3345596","3075570001","BK42","POINT (-73.948025946503 40.632626335586)"
"41507070","KING DAVID & MIKIHANA SUSHI","Queens","101-10","QUEENS BOULEVARD","11375","7188967686","Jewish/Kosher","2023-11-28T00:00:00.000","Violations were cited in the following area(s).","09E","Wash hands sign not posted near or above hand washing sink.","Not Critical","11","A","2023-11-28T00:00:00.000","2026-04-10T06:00:13.000","Cycle Inspection / Re-inspection","40.7263923991","-73.852314446374","406","29","071305","4075147","4031710028","QN17","POINT (-73.852314446374 40.7263923991)"
"40814843","TRUFA RESTAURANT","Manhattan","3431","BROADWAY","10031","2122816165","Italian","2024-10-15T00:00:00.000","Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical","9","A","2024-10-15T00:00:00.000","2026-04-10T06:00:13.000","Cycle Inspection / Initial Inspection","40.823046530642","-73.95293144818","109","07","022500","1062311","1020870097","MN04","POINT (-73.95293144818 40.823046530642)"
"50051014","LA PARADA II","Brooklyn","855","4 AVENUE","11232","7183690115","Latin American","2023-05-31T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","27",,,"2026-04-10T06:00:13.000","Cycle Inspection / Initial Inspection","40.656866296267","-74.001740789064","307","38","010100","3010017","3006770006","BK32","POINT (-74.001740789064 40.656866296267)"
"50083894","MY JARABACOA","Queens","65-13","FRESH POND ROAD","11385","7188215880","Latin American","2024-01-16T00:00:00.000","Violations were cited in the following area(s).","09E","Wash hands sign not posted near or above hand washing sink.","Not Critical","19",,,"2026-04-10T06:00:13.000","Cycle Inspection / Initial Inspection","40.709526805995","-73.898788219384","405","30","061301","4087552","4036110004","QN20","POINT (-73.898788219384 40.709526805995)"
"50082730","LITTLE CAESARS","Bronx","1656","BRUCKNER BOULEVARD","10473","9174718165","Pizza","2023-05-01T00:00:00.000","Violations were cited in the following area(s).","04L","Evidence of mice or live mice in establishment's food or non-food areas.","Critical","12","A","2023-05-01T00:00:00.000","2026-04-10T06:00:13.000","Cycle Inspection / Initial Inspection","40.824043287785","-73.873537684618","209","18","002800","2094827","2036530050","BX09","POINT (-73.873537684618 40.824043287785)"
"50165612","LA CAFETERIA","Manhattan","1153","BROADWAY","10001","7184844061","Latin American","2025-09-11T00:00:00.000","Violations were cited in the following area(s).","04L","Evidence of mice or live mice in establishment's food or non-food areas.","Critical","14",,,"2026-04-10T06:00:13.000","Pre-permit (Operational) / Compliance Inspection","40.744245567813","-73.988935225013","105","03","005800","1015656","1008280051","MN13","POINT (-73.988935225013 40.744245567813)"
"41576495","EL POLLO INKA PERU","Queens","89-12","NORTHERN BOULEVARD","11372","7185052822","Peruvian","2025-02-06T00:00:00.000","Violations were cited in the following area(s).","10A","Toilet facility not maintained or provided with toilet paper, waste receptacle or self-closing door.","Not Critical","23","B","2025-02-06T00:00:00.000","2026-04-10T06:00:13.000","Cycle Inspection / Re-inspection","40.756247897005","-73.878640810629","403","25","027700","4035406","4014370006","QN28","POINT (-73.878640810629 40.756247897005)"
"50063050","PRESSED JUICERY","Manhattan","7","EAST   14 STREET","10003","6466570841","Juice, Smoothies, Fruit Salads","2025-06-26T00:00:00.000","Violations were cited in the following area(s).","06E","Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.","Critical","19",,,"2026-04-10T06:00:13.000","Cycle Inspection / Initial Inspection","40.735852416673","-73.993245062113","105","02","005200","1016062","1008420007","MN13","POINT (-73.993245062113 40.735852416673)"
"50036711","MALLY'S","Brooklyn","199","KNICKERBOCKER AVENUE","11237","3474069964","Mexican","2023-01-12T00:00:00.000","Violations were cited in the following area(s).","09B","Thawing procedure improper.","Not Critical","9","A","2023-01-12T00:00:00.000","2026-04-10T06:00:13.000","Cycle Inspection / Initial Inspection","40.703520482043","-73.926629906957","304","34","042700","3072343","3031750006","BK77","POINT (-73.926629906957 40.703520482043)"
"50063777","EL GALLO TAQUERIA","Brooklyn","214","HIGHLAWN AVENUE","11223","9176682332","Mexican","2023-06-05T00:00:00.000","Violations were cited in the following area(s).","10B","Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.","Not Critical","10","A","2023-06-05T00:00:00.000","2026-04-10T06:00:13.000","Cycle Inspection / Initial Inspection","40.603546794892","-73.978043308163","311","47","040800","3178131","3066750010","BK29","POINT (-73.978043308163 40.603546794892)"
"50173629","BONE BROTH BEEF NOODLES SHOP","Queens","133-35","ROOSEVELT AVENUE","11354","9293419275","Asian/Asian Fusion","2025-08-04T00:00:00.000","Violations were cited in the following area(s).","10H","Single service article not provided. Single service article reused or not protected from contamination when transported, stored, dispensed. Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.","Not Critical","44",,,"2026-04-10T06:00:13.000","Pre-permit (Operational) / Initial Inspection","40.758501995257","-73.833241808988","407","20","087100","4112276","4049730016","QN22","POINT (-73.833241808988 40.758501995257)"
"40375369","OZONE PIZZERIA","Queens","96-15","LIBERTY AVENUE","11417","7188459555","Pizza","2025-11-06T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","21",,,"2026-04-10T06:00:13.000","Cycle Inspection / Initial Inspection","40.680681768141","-73.842638180373","410","32","004002","4189621","4091190035","QN56","POINT (-73.842638180373 40.680681768141)"
"50041663","LIMA","Queens","85-07","NORTHERN BOULEVARD","11372","9178326682","Peruvian","2025-11-21T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","11","A","2025-11-21T00:00:00.000","2026-04-10T06:00:13.000","Cycle Inspection / Re-inspection","40.755883911962","-73.882301509012","403","25","033700","4034689","4014150045","QN28","POINT (-73.882301509012 40.755883911962)"
"50128630","NEW TANG'S RESTAURANT","Manhattan","306","SAINT NICHOLAS AVENUE","10027","2128645179","Chinese","2022-10-31T00:00:00.000","Violations were cited in the following area(s).","06F","Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.","Critical","31",,,"2026-04-10T06:00:13.000","Pre-permit (Operational) / Initial Inspection","40.810999633875","-73.952405351058","110","09","025700","1059310","1019520019","MN11","POINT (-73.952405351058 40.810999633875)"
"41605850","AJISEN RAMEN","Manhattan","136","WEST   28 STREET","10001","6466380888","Japanese","2025-05-20T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","13","A","2025-05-20T00:00:00.000","2026-04-10T06:00:13.000","Cycle Inspection / Initial Inspection","40.746512972911","-73.991677676829","105","03","009500","1015092","1008030060","MN17","POINT (-73.991677676829 40.746512972911)"
"41698771","YUMMY YUMMY BROOKLYN","Brooklyn","1349","ROCKAWAY PARKWAY","11236","7189272900","Chinese","2025-02-11T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","11","A","2025-02-11T00:00:00.000","2026-04-10T06:00:13.000","Cycle Inspection / Re-inspection","40.646849002699","-73.904227769364","318","42","109800","3229064","3081470003","BK82","POINT (-73.904227769364 40.646849002699)"
"50104077","T-SWIRL CREPE","Queens","39-24","BELL BOULEVARD","11361","6463866895","Pancakes/Waffles","2023-01-25T00:00:00.000","Violations were cited in the following area(s).","06A","Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required.  Jewelry is worn on hands or arms.  Fingernail polish worn or fingernails not kept clean and trimmed.","Critical","33",,,"2026-04-10T06:00:13.000","Cycle Inspection / Initial Inspection","40.764969825868","-73.771721983578","411","19","112300","4137571","4062370118","QN46","POINT (-73.771721983578 40.764969825868)"
"50043677","CAFFE BENE","Queens","80-27","37 AVENUE","11372","6464271900","Bakery Products/Desserts","2025-02-24T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","25",,,"2026-04-10T06:00:13.000","Cycle Inspection / Initial Inspection","40.749585528631","-73.885856871843","403","25","028300","4449491","4012800038","QN28","POINT (-73.885856871843 40.749585528631)"
"41395508","CITI FIELD EFFEN VODKA BAR","Queens","126","ROOSEVELT AVENUE",,"7185958100","American","2025-09-13T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","2","A","2025-09-13T00:00:00.000","2026-04-10T06:00:13.000","Cycle Inspection / Initial Inspection","0","0",,,,,"4",,
"50058308","FEI MA","Manhattan","79","AVENUE A","10009","2126733300","Chinese","2026-01-07T00:00:00.000","Violations were cited in the following area(s).","10H","Single service article not provided. Single service article reused or not protected from contamination when transported, stored, dispensed. Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.","Not Critical","4","A","2026-01-07T00:00:00.000","2026-04-10T06:00:13.000","Cycle Inspection / Re-inspection","40.725004229307","-73.984305994491","103","02","003200","1005768","1004320035","MN22","POINT (-73.984305994491 40.725004229307)"
"50095965","THE STAND","Manhattan","116","EAST   16 STREET","10003","9176002567","American","2023-03-29T00:00:00.000","Violations were cited in the following area(s).","04N","Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests  in  establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.","Critical","10","A","2023-03-29T00:00:00.000","2026-04-10T06:00:13.000","Cycle Inspection / Re-inspection","40.735473239405","-73.988279961022","105","02","005000","1017815","1008710070","MN21","POINT (-73.988279961022 40.735473239405)"
"41687909","STARBUCKS","Manhattan","600","MADISON AVENUE","10022","2127591569","Coffee/Tea","2024-06-25T00:00:00.000","Violations were cited in the following area(s).","08A","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.","Not Critical","20",,,"2026-04-10T06:00:13.000","Cycle Inspection / Initial Inspection","40.762621629375","-73.97212463865","105","04","011202","1036076","1012930059","MN17","POINT (-73.97212463865 40.762621629375)"
"50091469","CHICK-FIL-A","Manhattan","711","LEXINGTON AVENUE","10022","6463681700","Chicken","2026-03-02T00:00:00.000","Violations were cited in the following area(s).","08A","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.","Not Critical","11","A","2026-03-02T00:00:00.000","2026-04-10T06:00:13.000","Cycle Inspection / Initial Inspection","40.761253904851","-73.968876403494","106","04","011203","1036905","1013120020","MN19","POINT (-73.968876403494 40.761253904851)"
"50168189","BROOKLYN CHCKN 'N' LBSTR","Brooklyn","446","MOTHER GASTON BOULEVARD","11212","5512718162","Soul Food","2025-12-13T00:00:00.000","Violations were cited in the following area(s).","08A","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.","Not Critical","51","N",,"2026-04-10T06:00:13.000","Pre-permit (Operational) / Initial Inspection","40.668158594407","-73.906478849452","316","41","090600","3252323","3035260325","BK81","POINT (-73.906478849452 40.668158594407)"
"50081218","BROOKLYN WING HOUSE","Queens","227-01","LINDEN BOULEVARD","11411","7184135977","Chicken","2024-09-23T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","32",,,"2026-04-10T06:00:13.000","Cycle Inspection / Initial Inspection","40.693186512291","-73.733895460876","413","27","060000","4244579","4113280006","QN33","POINT (-73.733895460876 40.693186512291)"
"50038194","FIRST CHOICE RESTAURANT","Manhattan","3893A","BROADWAY","10032","2129276898","Chinese","2023-02-21T00:00:00.000","Violations were cited in the following area(s).","02G","Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.","Critical","13","A","2023-02-21T00:00:00.000","2026-04-10T06:00:13.000","Cycle Inspection / Re-inspection","40.837575087392","-73.942314197765","112","07","024500","1063363","1021370080","MN36","POINT (-73.942314197765 40.837575087392)"
"50116880","ZHEN PIN CAFE","Manhattan","98","MOTT STREET","10013","9176286086","Coffee/Tea","2024-10-29T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","13","A","2024-10-29T00:00:00.000","2026-04-10T06:00:13.000","Cycle Inspection / Initial Inspection","40.717245818058","-73.997478430369","102","01","004100","1002615","1002040001","MN24","POINT (-73.997478430369 40.717245818058)"
"50118454","AMAZING ASIA","Queens","44-05","KISSENA BOULEVARD","11355","9295103100","Asian/Asian Fusion","2024-12-17T00:00:00.000","Violations were cited in the following area(s).","04L","Evidence of mice or live mice in establishment's food or non-food areas.","Critical","27","B","2024-12-17T00:00:00.000","2026-04-10T06:00:13.000","Cycle Inspection / Re-inspection","40.753707372148","-73.822580906768","407","20","085900","4117221","4051920034","QN22","POINT (-73.822580906768 40.753707372148)"
"50127307","BENNY'S CUBAN CAFE","Queens","71-28","FRESH POND ROAD","11385","3476017040","Spanish","2024-10-15T00:00:00.000","Violations were cited in the following area(s).","06C","Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.","Critical","26","B","2024-10-15T00:00:00.000","2026-04-10T06:00:13.000","Cycle Inspection / Re-inspection","40.701503021782","-73.894833250536","405","30","058300","4085337","4035380034","QN20","POINT (-73.894833250536 40.701503021782)"
"50089255","DUNKIN'","Manhattan","730","COLUMBUS AVENUE","10025","2122803396","Donuts","2023-12-08T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","11","A","2023-12-08T00:00:00.000","2026-04-10T06:00:13.000","Cycle Inspection / Initial Inspection","40.792620635885","-73.96770961573","107","07","018100","1082743","1012260029","MN12","POINT (-73.96770961573 40.792620635885)"
"50154232","LA CARRETA SPORTS BAR","Brooklyn","5023","4 AVENUE","11220","3472944270","Latin American","2024-07-08T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","2",,,"2026-04-10T06:00:13.000","Pre-permit (Non-operational) / Initial Inspection","40.646287218427","-74.012745736907","307","38","007800","3013235","3007910001","BK32","POINT (-74.012745736907 40.646287218427)"
"50076185","AVOCADO","Staten Island","4342","AMBOY ROAD","10312","3474051970","Japanese","2024-08-29T00:00:00.000","Violations were cited in the following area(s).","02B","Hot TCS food item not held at or above 140 °F.","Critical","9","A","2024-08-29T00:00:00.000","2026-04-10T06:00:13.000","Cycle Inspection / Re-inspection","40.545329052487","-74.160542785664","503","51","015601","5133954","5054950001","SI54","POINT (-74.160542785664 40.545329052487)"
"50148218","LA BODEGA DE TONY","Queens","117-37","FARMERS BOULEVARD","11412","3475484741","Spanish","2024-06-14T00:00:00.000","Violations were cited in the following area(s).","10E","Accurate thermometer not provided or properly located in refrigerated, cold storage or hot holding equipment","Not Critical","4","A","2024-06-14T00:00:00.000","2026-04-10T06:00:13.000","Pre-permit (Operational) / Initial Inspection","40.690800507657","-73.762266009631","412","27","039400","4271375","4126000044","QN08","POINT (-73.762266009631 40.690800507657)"
"50065460","JADE HOUSE","Manhattan","2131","AMSTERDAM AVENUE","10032","2127950975","Chinese","2024-04-09T00:00:00.000","Violations were cited in the following area(s).","10B","Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.","Not Critical","11",,,"2026-04-10T06:00:13.000","Cycle Inspection / Initial Inspection","40.838256318208","-73.938070788176","112","10","024900","1062647","1021110050","MN36","POINT (-73.938070788176 40.838256318208)"
"50143393","LOS MUNCHIES","Queens","98-05","ATLANTIC AVENUE","11421","7188468363","Spanish","2023-11-28T00:00:00.000","Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical","12","A","2023-11-28T00:00:00.000","2026-04-10T06:00:13.000","Pre-permit (Operational) / Initial Inspection","40.689281474094","-73.844882301117","409","29","002800","4195101","4093060108","QN54","POINT (-73.844882301117 40.689281474094)"
"50128010","NEW LIFE JUICE BAR","Manhattan","2494","FREDERICK DOUGLASS BOULEVARD",,"6468820071","Juice, Smoothies, Fruit Salads","2025-10-21T00:00:00.000","Violations were cited in the following area(s).","03A","Food, prohibited, from unapproved or unknown source, home canned or home prepared. Animal slaughtered, butchered or dressed (eviscerated, skinned) in establishment. Reduced Oxygen Packaged (ROP) fish not frozen before processing. ROP food prepared on premises transported to another site.","Critical","76","Z","2025-10-21T00:00:00.000","2026-04-10T06:00:13.000","Cycle Inspection / Re-inspection","0","0",,,,,"1",,
